,Quantity,EmployeeId,MonthsInJob,YrsInJob
871,20.0,4.0,94,8.0
872,30.0,4.0,94,8.0
873,40.0,4.0,89,7.0
874,10.0,4.0,89,7.0
875,9.0,4.0,89,7.0
876,50.0,4.0,90,8.0
877,6.0,4.0,90,8.0
878,10.0,4.0,90,8.0
879,4.0,4.0,90,8.0
880,4.0,4.0,102,8.0
881,6.0,4.0,102,8.0
882,12.0,4.0,102,8.0
883,28.0,4.0,99,8.0
884,14.0,4.0,101,8.0
885,60.0,4.0,101,8.0
886,18.0,4.0,101,8.0
887,5.0,4.0,104,9.0
888,10.0,4.0,104,9.0
889,15.0,4.0,86,7.0
890,35.0,4.0,86,7.0
891,10.0,4.0,86,7.0
892,20.0,4.0,100,8.0
893,15.0,4.0,100,8.0
894,35.0,4.0,93,8.0
895,2.0,4.0,99,8.0
896,35.0,4.0,99,8.0
897,15.0,4.0,99,8.0
898,50.0,4.0,99,8.0
899,4.0,4.0,89,7.0
900,5.0,4.0,89,7.0
901,4.0,4.0,89,7.0
902,12.0,4.0,108,9.0
903,10.0,4.0,108,9.0
904,3.0,4.0,88,7.0
905,10.0,4.0,88,7.0
906,14.0,4.0,106,9.0
907,20.0,4.0,106,9.0
908,10.0,4.0,105,9.0
909,20.0,4.0,87,7.0
910,20.0,4.0,87,7.0
911,20.0,4.0,100,8.0
912,30.0,4.0,100,8.0
913,20.0,4.0,98,8.0
914,6.0,4.0,98,8.0
915,21.0,4.0,106,9.0
916,15.0,4.0,106,9.0
917,15.0,4.0,106,9.0
918,20.0,4.0,89,7.0
919,10.0,4.0,89,7.0
920,12.0,4.0,89,7.0
921,8.0,4.0,89,7.0
922,50.0,4.0,92,8.0
923,35.0,4.0,92,8.0
924,36.0,4.0,92,8.0
925,2.0,4.0,92,8.0
926,5.0,4.0,104,9.0
927,60.0,4.0,104,9.0
928,30.0,4.0,104,9.0
929,25.0,4.0,104,9.0
930,10.0,4.0,102,8.0
931,5.0,4.0,102,8.0
932,7.0,4.0,102,8.0
933,6.0,4.0,94,8.0
934,20.0,4.0,94,8.0
935,20.0,4.0,90,7.0
936,15.0,4.0,90,7.0
937,10.0,4.0,98,8.0
938,14.0,4.0,98,8.0
939,6.0,4.0,98,8.0
940,2.0,4.0,98,8.0
941,3.0,4.0,95,8.0
942,15.0,4.0,101,8.0
943,6.0,4.0,101,8.0
944,20.0,4.0,101,8.0
945,50.0,4.0,96,8.0
946,10.0,4.0,96,8.0
947,50.0,4.0,96,8.0
948,20.0,4.0,108,9.0
949,10.0,4.0,108,9.0
950,20.0,4.0,108,9.0
951,30.0,4.0,103,9.0
952,25.0,4.0,103,9.0
953,30.0,4.0,103,9.0
954,14.0,4.0,103,9.0
955,15.0,4.0,94,8.0
956,8.0,4.0,94,8.0
957,30.0,4.0,94,8.0
958,28.0,4.0,104,9.0
959,6.0,4.0,104,9.0
960,24.0,4.0,104,9.0
961,30.0,4.0,104,9.0
962,20.0,4.0,99,8.0
963,10.0,4.0,99,8.0
964,20.0,4.0,99,8.0
965,25.0,4.0,95,8.0
966,20.0,4.0,95,8.0
967,30.0,4.0,103,9.0
968,12.0,4.0,103,9.0
969,40.0,4.0,103,9.0
970,40.0,4.0,106,9.0
971,7.0,4.0,106,9.0
972,2.0,4.0,106,9.0
973,10.0,4.0,106,9.0
974,10.0,4.0,106,9.0
975,20.0,4.0,106,9.0
976,5.0,4.0,106,9.0
977,5.0,4.0,106,9.0
978,7.0,4.0,107,9.0
979,6.0,4.0,107,9.0
980,50.0,4.0,89,7.0
981,24.0,4.0,89,7.0
982,16.0,4.0,89,7.0
983,40.0,4.0,104,9.0
984,20.0,4.0,104,9.0
985,12.0,4.0,91,8.0
986,12.0,4.0,91,8.0
987,20.0,4.0,91,8.0
988,12.0,4.0,105,9.0
989,40.0,4.0,105,9.0
990,21.0,4.0,105,9.0
991,10.0,4.0,106,9.0
992,20.0,4.0,106,9.0
993,5.0,4.0,93,8.0
994,7.0,4.0,93,8.0
995,5.0,4.0,106,9.0
996,10.0,4.0,94,8.0
997,5.0,4.0,94,8.0
998,30.0,4.0,95,8.0
999,10.0,4.0,107,9.0
1000,8.0,4.0,107,9.0
1001,1.0,4.0,104,9.0
1002,4.0,4.0,98,8.0
1003,30.0,4.0,98,8.0
1004,10.0,4.0,87,7.0
1005,1.0,4.0,87,7.0
1006,11.0,3.0,120,10.0
1007,15.0,3.0,120,10.0
1008,63.0,3.0,120,10.0
1009,35.0,3.0,120,10.0
1010,44.0,3.0,120,10.0
1011,30.0,3.0,110,9.0
1012,60.0,3.0,110,9.0
1013,40.0,3.0,110,9.0
1014,35.0,3.0,110,9.0
1015,24.0,3.0,119,10.0
1016,49.0,3.0,119,10.0
1017,35.0,3.0,119,10.0
1018,20.0,3.0,119,10.0
1019,33.0,3.0,100,8.0
1020,15.0,3.0,100,8.0
1021,20.0,3.0,100,8.0
1022,24.0,3.0,100,8.0
1023,60.0,3.0,100,8.0
1024,80.0,3.0,116,10.0
1025,30.0,3.0,108,9.0
1026,60.0,3.0,108,9.0
1027,30.0,3.0,108,9.0
1028,28.0,3.0,108,9.0
1029,40.0,3.0,120,10.0
1030,60.0,3.0,120,10.0
1031,20.0,3.0,103,9.0
1032,36.0,3.0,103,9.0
1033,30.0,3.0,117,10.0
1034,10.0,3.0,113,9.0
1035,30.0,3.0,121,10.0
1036,30.0,3.0,121,10.0
1037,24.0,3.0,105,9.0
1038,14.0,3.0,105,9.0
1039,40.0,3.0,105,9.0
1040,28.0,3.0,106,9.0
1041,20.0,3.0,119,10.0
1042,25.0,3.0,111,9.0
1043,5.0,3.0,111,9.0
1044,15.0,3.0,109,9.0
1045,20.0,3.0,109,9.0
1046,30.0,3.0,109,9.0
1047,35.0,3.0,109,9.0
1048,25.0,3.0,116,10.0
1049,18.0,3.0,116,10.0
1050,12.0,3.0,100,8.0
1051,10.0,3.0,111,9.0
1052,21.0,3.0,111,9.0
1053,20.0,3.0,111,9.0
1054,42.0,3.0,112,9.0
1055,40.0,3.0,112,9.0
1056,16.0,3.0,103,9.0
1057,10.0,3.0,103,9.0
1058,40.0,3.0,103,9.0
1059,3.0,3.0,108,9.0
1060,15.0,3.0,111,9.0
1061,60.0,3.0,111,9.0
1062,24.0,3.0,106,9.0
1063,40.0,3.0,106,9.0
1064,30.0,3.0,106,9.0
1065,5.0,3.0,106,9.0
1066,35.0,3.0,107,9.0
1067,20.0,3.0,107,9.0
1068,14.0,3.0,107,9.0
1069,30.0,3.0,121,10.0
1070,40.0,3.0,121,10.0
1071,30.0,3.0,121,10.0
1072,20.0,3.0,102,8.0
1073,20.0,3.0,102,8.0
1074,30.0,3.0,102,8.0
1075,3.0,3.0,102,8.0
1076,2.0,3.0,102,8.0
1077,35.0,3.0,106,9.0
1078,40.0,3.0,106,9.0
1079,30.0,3.0,115,10.0
1080,3.0,3.0,115,10.0
1081,80.0,3.0,119,10.0
1082,36.0,3.0,119,10.0
1083,8.0,3.0,106,9.0
1084,15.0,3.0,106,9.0
1085,10.0,3.0,106,9.0
1086,30.0,3.0,106,9.0
1087,6.0,3.0,106,9.0
1088,15.0,3.0,106,9.0
1089,15.0,3.0,111,9.0
1090,12.0,3.0,111,9.0
1091,10.0,3.0,111,9.0
1092,50.0,3.0,111,9.0
1093,6.0,3.0,119,10.0
1094,30.0,3.0,119,10.0
1095,20.0,3.0,119,10.0
1096,28.0,3.0,105,9.0
1097,15.0,3.0,105,9.0
1098,10.0,3.0,117,10.0
1099,5.0,3.0,114,10.0
1100,12.0,3.0,114,10.0
1101,40.0,3.0,114,10.0
1102,60.0,3.0,114,10.0
1103,44.0,3.0,116,10.0
1104,28.0,3.0,116,10.0
1105,40.0,3.0,116,10.0
1106,4.0,3.0,118,10.0
1107,25.0,3.0,118,10.0
1108,50.0,3.0,118,10.0
1109,9.0,3.0,114,10.0
1110,30.0,3.0,114,10.0
1111,7.0,3.0,114,10.0
1112,30.0,3.0,114,10.0
1113,21.0,3.0,113,9.0
1114,60.0,3.0,113,9.0
1115,20.0,3.0,113,9.0
1116,6.0,3.0,109,9.0
1117,4.0,3.0,109,9.0
1118,6.0,3.0,109,9.0
1119,3.0,3.0,121,10.0
1120,10.0,3.0,120,10.0
1121,24.0,3.0,120,10.0
1122,10.0,3.0,117,10.0
1123,21.0,3.0,117,10.0
1124,24.0,3.0,117,10.0
1125,35.0,3.0,117,10.0
1126,24.0,3.0,110,9.0
1127,60.0,3.0,110,9.0
1128,20.0,3.0,113,9.0
1129,4.0,3.0,113,9.0
1130,21.0,3.0,113,9.0
1131,8.0,3.0,106,9.0
1132,20.0,3.0,106,9.0
1133,2.0,3.0,106,9.0
1134,20.0,3.0,106,9.0
1135,12.0,3.0,99,8.0
1136,15.0,3.0,99,8.0
1137,10.0,3.0,119,10.0
1138,15.0,3.0,119,10.0
1139,12.0,3.0,119,10.0
1140,9.0,3.0,119,10.0
1141,4.0,3.0,119,10.0
1142,40.0,3.0,119,10.0
1143,60.0,3.0,119,10.0
1144,25.0,3.0,119,10.0
1145,20.0,3.0,115,10.0
1146,50.0,3.0,115,10.0
1147,35.0,3.0,115,10.0
1148,60.0,3.0,108,9.0
1149,20.0,3.0,108,9.0
1150,49.0,3.0,105,9.0
1151,16.0,3.0,105,9.0
1152,4.0,3.0,120,10.0
1153,10.0,3.0,120,10.0
1154,10.0,3.0,120,10.0
1155,10.0,3.0,118,10.0
1156,10.0,3.0,118,10.0
1157,12.0,3.0,118,10.0
1158,8.0,3.0,120,10.0
1159,2.0,3.0,120,10.0
1160,30.0,3.0,114,9.0
1161,12.0,3.0,114,9.0
1162,28.0,3.0,114,9.0
1163,30.0,3.0,119,10.0
1164,40.0,3.0,116,10.0
1165,20.0,3.0,116,10.0
1166,60.0,3.0,116,10.0
1167,12.0,3.0,116,10.0
1168,20.0,3.0,116,10.0
1169,30.0,3.0,116,10.0
1170,15.0,3.0,116,10.0
1171,110.0,3.0,119,10.0
1172,45.0,3.0,119,10.0
1173,100.0,3.0,119,10.0
1174,91.0,3.0,119,10.0
1175,50.0,3.0,109,9.0
1176,39.0,3.0,109,9.0
1177,39.0,3.0,109,9.0
1178,70.0,3.0,109,9.0
1179,35.0,3.0,109,9.0
1180,60.0,3.0,106,9.0
1181,30.0,3.0,106,9.0
1182,80.0,3.0,106,9.0
1183,100.0,3.0,118,10.0
1184,65.0,3.0,118,10.0
1185,16.0,3.0,116,10.0
1186,30.0,3.0,116,10.0
1187,60.0,3.0,116,10.0
1188,28.0,3.0,116,10.0
1189,18.0,3.0,106,9.0
1190,6.0,3.0,106,9.0
1191,15.0,3.0,115,10.0
1192,35.0,3.0,119,10.0
1193,15.0,3.0,119,10.0
1194,30.0,3.0,114,10.0
1195,6.0,3.0,114,10.0
1196,60.0,3.0,114,10.0
1197,15.0,3.0,114,10.0
1198,50.0,3.0,116,10.0
1199,15.0,3.0,116,10.0
1200,12.0,3.0,116,10.0
1201,4.0,3.0,116,10.0
1202,8.0,3.0,117,10.0
1203,14.0,3.0,117,10.0
1204,40.0,3.0,114,9.0
1205,30.0,3.0,114,9.0
1206,20.0,3.0,114,9.0
1207,20.0,3.0,117,10.0
1208,2.0,3.0,117,10.0
1209,15.0,3.0,117,10.0
1210,20.0,3.0,117,10.0
1211,30.0,3.0,117,10.0
1212,8.0,3.0,117,10.0
1213,20.0,3.0,117,10.0
1214,20.0,3.0,99,8.0
1215,6.0,3.0,99,8.0
1216,15.0,3.0,99,8.0
1217,10.0,3.0,102,9.0
1218,20.0,3.0,118,10.0
1219,20.0,3.0,118,10.0
1220,30.0,3.0,114,9.0
1221,4.0,3.0,114,9.0
1222,30.0,3.0,114,9.0
1223,24.0,3.0,104,9.0
1224,10.0,3.0,121,10.0
1225,4.0,3.0,121,10.0
1226,10.0,3.0,103,9.0
1227,20.0,3.0,103,9.0
1228,50.0,3.0,111,9.0
1229,8.0,3.0,117,10.0
1230,8.0,3.0,117,10.0
1231,9.0,3.0,117,10.0
1232,2.0,3.0,117,10.0
1233,20.0,3.0,106,9.0
1234,15.0,3.0,106,9.0
1235,15.0,3.0,106,9.0
1236,10.0,3.0,110,9.0
1237,14.0,3.0,110,9.0
1238,20.0,3.0,116,10.0
1239,15.0,3.0,116,10.0
1240,15.0,3.0,116,10.0
1241,30.0,3.0,116,10.0
1242,42.0,3.0,99,8.0
1243,40.0,3.0,99,8.0
1244,20.0,3.0,99,8.0
1245,30.0,3.0,121,10.0
1246,10.0,3.0,121,10.0
1247,21.0,3.0,119,10.0
1248,20.0,3.0,119,10.0
1249,40.0,3.0,119,10.0
1250,12.0,3.0,119,10.0
1251,25.0,3.0,119,10.0
1252,25.0,3.0,109,9.0
1253,50.0,3.0,109,9.0
1254,20.0,3.0,109,9.0
1255,40.0,3.0,109,9.0
1256,5.0,3.0,108,9.0
1257,10.0,3.0,108,9.0
1258,20.0,3.0,108,9.0
1259,20.0,3.0,116,10.0
1260,40.0,3.0,116,10.0
1261,6.0,3.0,116,10.0
1262,30.0,3.0,117,10.0
1263,40.0,3.0,117,10.0
1264,25.0,3.0,117,10.0
1265,60.0,3.0,117,10.0
1266,15.0,3.0,107,9.0
1267,8.0,3.0,107,9.0
1268,14.0,3.0,108,9.0
1269,3.0,3.0,108,9.0
1270,10.0,3.0,108,9.0
1271,4.0,3.0,119,10.0
1272,10.0,3.0,120,10.0
1273,10.0,3.0,106,9.0
1274,40.0,3.0,106,9.0
1275,5.0,3.0,120,10.0
1276,10.0,3.0,120,10.0
1277,6.0,3.0,120,10.0
1278,15.0,3.0,118,10.0
1279,50.0,3.0,118,10.0
1280,14.0,3.0,118,10.0
1281,24.0,3.0,118,10.0
1282,50.0,3.0,106,9.0
1283,24.0,3.0,111,9.0
1284,30.0,3.0,111,9.0
1285,14.0,3.0,111,9.0
1286,4.0,3.0,111,9.0
1287,20.0,3.0,120,10.0
1288,40.0,3.0,120,10.0
1289,20.0,3.0,115,10.0
1290,50.0,3.0,104,9.0
1291,24.0,3.0,104,9.0
1292,20.0,3.0,104,9.0
1293,30.0,3.0,115,10.0
1294,21.0,3.0,115,10.0
1295,15.0,3.0,118,10.0
1296,30.0,3.0,118,10.0
1297,20.0,3.0,101,8.0
1298,18.0,3.0,101,8.0
1299,35.0,3.0,101,8.0
1300,3.0,3.0,101,8.0
1301,50.0,3.0,103,9.0
1302,25.0,3.0,103,9.0
1303,14.0,3.0,104,9.0
1304,6.0,3.0,120,10.0
1305,6.0,3.0,120,10.0
1306,10.0,3.0,116,10.0
1307,10.0,3.0,112,9.0
1308,5.0,3.0,112,9.0
1309,3.0,3.0,112,9.0
1310,18.0,3.0,105,9.0
1311,20.0,3.0,117,10.0
1312,20.0,3.0,117,10.0
1313,12.0,3.0,114,10.0
1314,20.0,3.0,118,10.0
1315,3.0,3.0,118,10.0
1316,5.0,3.0,110,9.0
1317,12.0,3.0,105,9.0
1318,12.0,3.0,105,9.0
1319,5.0,3.0,116,10.0
1320,4.0,3.0,116,10.0
1321,20.0,3.0,105,9.0
1322,2.0,3.0,105,9.0
1323,10.0,3.0,104,9.0
1324,15.0,3.0,104,9.0
1325,18.0,3.0,115,10.0
1326,6.0,3.0,115,10.0
1327,100.0,8.0,78,6.0
1328,40.0,8.0,78,6.0
1329,25.0,8.0,95,8.0
1330,70.0,8.0,95,8.0
1331,42.0,8.0,95,8.0
1332,48.0,8.0,95,8.0
1333,60.0,8.0,95,8.0
1334,50.0,8.0,91,8.0
1335,25.0,8.0,91,8.0
1336,90.0,8.0,91,8.0
1337,44.0,8.0,96,8.0
1338,9.0,8.0,96,8.0
1339,20.0,8.0,96,8.0
1340,45.0,8.0,96,8.0
1341,77.0,8.0,96,8.0
1342,15.0,8.0,95,8.0
1343,50.0,8.0,95,8.0
1344,6.0,8.0,95,8.0
1345,12.0,8.0,77,6.0
1346,2.0,8.0,77,6.0
1347,15.0,8.0,77,6.0
1348,8.0,8.0,95,8.0
1349,30.0,8.0,89,7.0
1350,20.0,8.0,89,7.0
1351,18.0,8.0,98,8.0
1352,20.0,8.0,98,8.0
1353,15.0,8.0,98,8.0
1354,12.0,8.0,90,7.0
1355,20.0,8.0,90,7.0
1356,20.0,8.0,78,7.0
1357,10.0,8.0,78,7.0
1358,12.0,8.0,80,7.0
1359,4.0,8.0,80,7.0
1360,36.0,8.0,98,8.0
1361,28.0,8.0,98,8.0
1362,8.0,8.0,98,8.0
1363,42.0,8.0,94,8.0
1364,30.0,8.0,94,8.0
1365,15.0,8.0,94,8.0
1366,60.0,8.0,96,8.0
1367,6.0,8.0,96,8.0
1368,8.0,8.0,89,7.0
1369,21.0,8.0,89,7.0
1370,30.0,8.0,97,8.0
1371,14.0,8.0,97,8.0
1372,10.0,8.0,97,8.0
1373,25.0,8.0,95,8.0
1374,8.0,8.0,95,8.0
1375,15.0,8.0,77,6.0
1376,10.0,8.0,86,7.0
1377,10.0,8.0,86,7.0
1378,10.0,8.0,86,7.0
1379,20.0,8.0,84,7.0
1380,25.0,8.0,84,7.0
1381,30.0,8.0,84,7.0
1382,50.0,8.0,84,7.0
1383,20.0,8.0,82,7.0
1384,20.0,8.0,82,7.0
1385,10.0,8.0,82,7.0
1386,15.0,8.0,83,7.0
1387,20.0,8.0,82,7.0
1388,15.0,8.0,77,6.0
1389,10.0,8.0,77,6.0
1390,25.0,8.0,87,7.0
1391,18.0,8.0,87,7.0
1392,5.0,8.0,92,8.0
1393,16.0,8.0,92,8.0
1394,12.0,8.0,97,8.0
1395,30.0,8.0,97,8.0
1396,7.0,8.0,97,8.0
1397,20.0,8.0,97,8.0
1398,12.0,8.0,91,8.0
1399,30.0,8.0,81,7.0
1400,6.0,8.0,81,7.0
1401,20.0,8.0,81,7.0
1402,18.0,8.0,81,7.0
1403,30.0,8.0,95,8.0
1404,35.0,8.0,95,8.0
1405,10.0,8.0,95,8.0
1406,16.0,8.0,77,6.0
1407,8.0,8.0,77,6.0
1408,15.0,8.0,77,6.0
1409,25.0,8.0,77,6.0
1410,3.0,8.0,92,8.0
1411,42.0,8.0,92,8.0
1412,45.0,8.0,92,8.0
1413,50.0,8.0,92,8.0
1414,100.0,8.0,84,7.0
1415,15.0,8.0,84,7.0
1416,25.0,8.0,88,7.0
1417,48.0,8.0,88,7.0
1418,15.0,8.0,89,7.0
1419,35.0,8.0,89,7.0
1420,50.0,8.0,92,8.0
1421,30.0,8.0,92,8.0
1422,40.0,8.0,92,8.0
1423,15.0,8.0,94,8.0
1424,18.0,8.0,94,8.0
1425,30.0,8.0,94,8.0
1426,14.0,8.0,85,7.0
1427,30.0,8.0,85,7.0
1428,5.0,8.0,85,7.0
1429,40.0,8.0,96,8.0
1430,8.0,8.0,96,8.0
1431,30.0,8.0,96,8.0
1432,12.0,8.0,84,7.0
1433,2.0,8.0,84,7.0
1434,80.0,8.0,84,7.0
1435,18.0,8.0,84,7.0
1436,4.0,8.0,88,7.0
1437,6.0,8.0,97,8.0
1438,20.0,8.0,97,8.0
1439,60.0,8.0,97,8.0
1440,50.0,8.0,98,8.0
1441,35.0,8.0,98,8.0
1442,40.0,8.0,98,8.0
1443,10.0,8.0,98,8.0
1444,2.0,8.0,98,8.0
1445,30.0,8.0,98,8.0
1446,80.0,8.0,97,8.0
1447,35.0,8.0,97,8.0
1448,30.0,8.0,97,8.0
1449,20.0,8.0,97,8.0
1450,24.0,8.0,97,8.0
1451,18.0,8.0,97,8.0
1452,65.0,8.0,82,7.0
1453,60.0,8.0,82,7.0
1454,65.0,8.0,94,8.0
1455,35.0,8.0,94,8.0
1456,28.0,8.0,87,7.0
1457,11.0,8.0,87,7.0
1458,30.0,8.0,97,8.0
1459,20.0,8.0,97,8.0
1460,30.0,8.0,97,8.0
1461,10.0,8.0,97,8.0
1462,9.0,8.0,94,8.0
1463,12.0,8.0,94,8.0
1464,4.0,8.0,84,7.0
1465,21.0,8.0,84,7.0
1466,12.0,8.0,96,8.0
1467,50.0,8.0,98,8.0
1468,50.0,8.0,86,7.0
1469,24.0,8.0,86,7.0
1470,24.0,8.0,86,7.0
1471,3.0,8.0,89,7.0
1472,30.0,8.0,89,7.0
1473,15.0,8.0,89,7.0
1474,25.0,8.0,89,7.0
1475,21.0,8.0,89,7.0
1476,15.0,8.0,87,7.0
1477,20.0,8.0,87,7.0
1478,30.0,8.0,85,7.0
1479,20.0,8.0,85,7.0
1480,10.0,8.0,83,7.0
1481,10.0,8.0,83,7.0
1482,12.0,8.0,83,7.0
1483,30.0,8.0,88,7.0
1484,24.0,8.0,88,7.0
1485,5.0,8.0,88,7.0
1486,20.0,8.0,91,8.0
1487,18.0,8.0,91,8.0
1488,20.0,8.0,78,6.0
1489,40.0,8.0,78,6.0
1490,15.0,8.0,78,6.0
1491,24.0,8.0,85,7.0
1492,40.0,8.0,85,7.0
1493,15.0,8.0,81,7.0
1494,20.0,8.0,81,7.0
1495,20.0,8.0,81,7.0
1496,10.0,8.0,80,7.0
1497,8.0,8.0,80,7.0
1498,6.0,8.0,84,7.0
1499,20.0,8.0,84,7.0
1500,6.0,8.0,79,7.0
1501,20.0,8.0,79,7.0
1502,28.0,8.0,84,7.0
1503,12.0,8.0,84,7.0
1504,10.0,8.0,89,7.0
1505,15.0,8.0,89,7.0
1506,40.0,8.0,89,7.0
1507,15.0,8.0,85,7.0
1508,7.0,8.0,85,7.0
1509,35.0,8.0,82,7.0
1510,14.0,8.0,82,7.0
1511,60.0,8.0,82,7.0
1512,30.0,8.0,82,7.0
1513,5.0,8.0,88,7.0
1514,15.0,8.0,93,8.0
1515,35.0,8.0,95,8.0
1516,35.0,8.0,82,7.0
1517,6.0,8.0,82,7.0
1518,10.0,8.0,82,7.0
1519,40.0,8.0,84,7.0
1520,21.0,8.0,84,7.0
1521,6.0,8.0,83,7.0
1522,12.0,8.0,83,7.0
1523,10.0,8.0,79,7.0
1524,5.0,8.0,79,7.0
1525,3.0,8.0,86,7.0
1526,6.0,8.0,86,7.0
1527,10.0,8.0,86,7.0
1528,20.0,8.0,98,8.0
1529,10.0,8.0,98,8.0
1530,21.0,8.0,92,8.0
1531,8.0,8.0,92,8.0
1532,10.0,8.0,83,7.0
1533,4.0,8.0,83,7.0
1534,30.0,8.0,83,7.0
1535,15.0,8.0,83,7.0
1536,6.0,8.0,93,8.0
1537,20.0,8.0,93,8.0
1538,21.0,8.0,93,8.0
1539,20.0,8.0,93,8.0
1540,18.0,8.0,81,7.0
1541,20.0,8.0,81,7.0
1542,30.0,8.0,78,7.0
1543,25.0,8.0,78,7.0
1544,25.0,8.0,78,7.0
1545,24.0,8.0,91,8.0
1546,20.0,8.0,91,8.0
1547,8.0,8.0,91,8.0
1548,12.0,8.0,98,8.0
1549,6.0,8.0,98,8.0
1550,15.0,8.0,98,8.0
1551,5.0,8.0,89,7.0
1552,8.0,8.0,89,7.0
1553,14.0,8.0,89,7.0
1554,20.0,8.0,96,8.0
1555,30.0,8.0,96,8.0
1556,14.0,8.0,96,8.0
1557,16.0,8.0,96,8.0
1558,8.0,8.0,96,8.0
1559,20.0,8.0,96,8.0
1560,30.0,8.0,87,7.0
1561,70.0,8.0,87,7.0
1562,50.0,8.0,97,8.0
1563,20.0,8.0,97,8.0
1564,20.0,8.0,97,8.0
1565,20.0,8.0,98,8.0
1566,4.0,8.0,98,8.0
1567,30.0,8.0,98,8.0
1568,7.0,8.0,98,8.0
1569,40.0,8.0,92,8.0
1570,12.0,8.0,92,8.0
1571,3.0,8.0,92,8.0
1572,4.0,8.0,77,6.0
1573,10.0,8.0,77,6.0
1574,5.0,8.0,81,7.0
1575,5.0,8.0,81,7.0
1576,5.0,8.0,95,8.0
1577,10.0,8.0,97,8.0
1578,15.0,8.0,97,8.0
1579,15.0,8.0,97,8.0
1580,30.0,8.0,97,8.0
1581,20.0,8.0,78,6.0
1582,10.0,8.0,78,6.0
1583,15.0,8.0,78,6.0
1584,15.0,8.0,78,6.0
1585,21.0,8.0,90,8.0
1586,10.0,8.0,87,7.0
1587,50.0,7.0,88,7.0
1588,30.0,7.0,88,7.0
1589,15.0,7.0,88,7.0
1590,40.0,7.0,88,7.0
1591,50.0,7.0,88,7.0
1592,20.0,7.0,81,7.0
1593,40.0,7.0,94,8.0
1594,30.0,7.0,94,8.0
1595,10.0,7.0,84,7.0
1596,30.0,7.0,84,7.0
1597,42.0,7.0,84,7.0
1598,5.0,7.0,84,7.0
1599,2.0,7.0,84,7.0
1600,30.0,7.0,97,8.0
1601,20.0,7.0,97,8.0
1602,42.0,7.0,97,8.0
1603,40.0,7.0,92,8.0
1604,20.0,7.0,92,8.0
1605,24.0,7.0,92,8.0
1606,10.0,7.0,100,8.0
1607,10.0,7.0,98,8.0
1608,24.0,7.0,98,8.0
1609,10.0,7.0,98,8.0
1610,18.0,7.0,82,7.0
1611,4.0,7.0,90,8.0
1612,21.0,7.0,90,8.0
1613,20.0,7.0,90,8.0
1614,25.0,7.0,87,7.0
1615,25.0,7.0,87,7.0
1616,14.0,7.0,87,7.0
1617,15.0,7.0,98,8.0
1618,30.0,7.0,81,7.0
1619,8.0,7.0,81,7.0
1620,14.0,7.0,81,7.0
1621,60.0,7.0,85,7.0
1622,49.0,7.0,85,7.0
1623,30.0,7.0,85,7.0
1624,3.0,7.0,91,8.0
1625,6.0,7.0,91,8.0
1626,10.0,7.0,91,8.0
1627,10.0,7.0,97,8.0
1628,15.0,7.0,97,8.0
1629,14.0,7.0,97,8.0
1630,7.0,7.0,82,7.0
1631,25.0,7.0,82,7.0
1632,6.0,7.0,82,7.0
1633,48.0,7.0,82,7.0
1634,3.0,7.0,92,8.0
1635,49.0,7.0,92,8.0
1636,100.0,7.0,99,8.0
1637,70.0,7.0,99,8.0
1638,100.0,7.0,99,8.0
1639,60.0,7.0,99,8.0
1640,30.0,7.0,98,8.0
1641,80.0,7.0,98,8.0
1642,44.0,7.0,98,8.0
1643,50.0,7.0,98,8.0
1644,100.0,7.0,93,8.0
1645,30.0,7.0,93,8.0
1646,30.0,7.0,93,8.0
1647,120.0,7.0,93,8.0
1648,15.0,7.0,100,8.0
1649,15.0,7.0,100,8.0
1650,20.0,7.0,100,8.0
1651,20.0,7.0,100,8.0
1652,36.0,7.0,87,7.0
1653,30.0,7.0,87,7.0
1654,60.0,7.0,87,7.0
1655,35.0,7.0,90,8.0
1656,60.0,7.0,90,8.0
1657,15.0,7.0,88,7.0
1658,25.0,7.0,88,7.0
1659,18.0,7.0,88,7.0
1660,6.0,7.0,88,7.0
1661,15.0,7.0,90,7.0
1662,20.0,7.0,96,8.0
1663,4.0,7.0,100,8.0
1664,10.0,7.0,89,7.0
1665,10.0,7.0,89,7.0
1666,6.0,7.0,89,7.0
1667,8.0,7.0,89,7.0
1668,30.0,7.0,80,7.0
1669,15.0,7.0,80,7.0
1670,40.0,7.0,80,7.0
1671,42.0,7.0,100,8.0
1672,3.0,7.0,95,8.0
1673,6.0,7.0,95,8.0
1674,20.0,7.0,93,8.0
1675,10.0,7.0,93,8.0
1676,4.0,7.0,93,8.0
1677,20.0,7.0,86,7.0
1678,30.0,7.0,86,7.0
1679,50.0,7.0,86,7.0
1680,15.0,7.0,86,7.0
1681,30.0,7.0,86,7.0
1682,25.0,7.0,100,8.0
1683,30.0,7.0,100,8.0
1684,24.0,7.0,88,7.0
1685,15.0,7.0,88,7.0
1686,10.0,7.0,92,8.0
1687,36.0,7.0,92,8.0
1688,36.0,7.0,99,8.0
1689,70.0,7.0,99,8.0
1690,90.0,7.0,99,8.0
1691,21.0,7.0,99,8.0
1692,70.0,7.0,99,8.0
1693,6.0,7.0,96,8.0
1694,60.0,7.0,96,8.0
1695,52.0,7.0,96,8.0
1696,24.0,7.0,96,8.0
1697,30.0,7.0,96,8.0
1698,35.0,7.0,91,8.0
1699,80.0,7.0,91,8.0
